"accession_id","name","country","latitude","longitude","count_phenotypes"
1,"ALL1-2","France",45.2667,1.48333,130
2,"ALL1-3","France",45.2667,1.48333,115
4,"ALL1-5","France",45.2667,1.48333,0
5,"ALL1-6","France",45.2667,1.48333,8
6,"ALL1-7","France",45.2667,1.48333,8
7,"ALL1-8","France",45.2667,1.48333,6
8,"ALL1-9","France",45.2667,1.48333,8
9,"ALL2-1","France",45.2667,1.48333,8
12,"ALL2-4","France",45.2667,1.48333,6
23,"CAM-16","France",48.2667,-4.58333,129
32,"CAM-25","France",48.2667,-4.58333,8
45,"CAM-42","France",48.2667,-4.58333,6
48,"CAM-45","France",48.2667,-4.58333,8
51,"CAM-48","France",48.2667,-4.58333,7
60,"CAM-56","France",48.2667,-4.58333,8
62,"CAM-58","France",48.2667,-4.58333,8
66,"CAM-61","France",48.2667,-4.58333,129
69,"CAM-64","France",48.2667,-4.58333,6
74,"CAM-7","France",48.2667,-4.58333,8
77,"CLA-7","France",48.8,2.26667,5
79,"CUR-10","France",45,1.75,8
80,"CUR-2","France",45,1.75,8
81,"CUR-3","France",45,1.75,126
82,"CUR-4","France",45,1.75,8
83,"CUR-5","France",45,1.75,8
84,"CUR-6","France",45,1.75,8
85,"CUR-7","France",45,1.75,8
86,"CUR-8","France",45,1.75,22
87,"CUR-9","France",45,1.75,8
88,"CYR","France",47.4,0.683333,23
89,"DAM1","France",48.7,1.98333,8
91,"JEA","France",43.6833,7.33333,122
94,"LAC-3","France",47.7,6.81667,129
96,"LAC-5","France",47.7,6.81667,215
104,"LDV-14","France",48.5167,-4.06667,111
106,"LDV-16","France",48.5167,-4.06667,0
108,"LDV-18","France",48.5167,-4.06667,15
116,"LDV-25","France",48.5167,-4.06667,127
121,"LDV-3","France",48.5167,-4.06667,6
122,"LDV-30","France",48.5167,-4.06667,8
123,"LDV-31","France",48.5167,-4.06667,8
126,"LDV-34","France",48.5167,-4.06667,128
137,"LDV-44","France",48.5167,-4.06667,6
139,"LDV-46","France",48.5167,-4.06667,18
146,"LDV-53","France",48.5167,-4.06667,6
148,"LDV-57","France",48.5167,-4.06667,0
149,"LDV-58","France",48.5167,-4.06667,210
151,"LDV-6","France",48.5167,-4.06667,8
153,"LDV-68","France",48.5167,-4.06667,8
156,"LDV-70","France",48.5167,-4.06667,8
157,"LDV-8","France",48.5167,-4.06667,8
159,"MAR2-3","France",47.35,3.93333,144
160,"MIB-1","France",47.3833,5.31667,8
162,"MIB-100","France",47.3833,5.31667,8
163,"MIB-11","France",47.3833,5.31667,0
165,"MIB-14","France",47.3833,5.31667,6
166,"MIB-15","France",47.3833,5.31667,129
167,"MIB-16","France",47.3833,5.31667,6
168,"MIB-17","France",47.3833,5.31667,8
169,"MIB-19","France",47.3833,5.31667,1
170,"MIB-2","France",47.3833,5.31667,5
171,"MIB-20","France",47.3833,5.31667,8
173,"MIB-22","France",47.3833,5.31667,131
174,"MIB-23","France",47.3833,5.31667,5
175,"MIB-24","France",47.3833,5.31667,8
178,"MIB-28","France",47.3833,5.31667,129
179,"MIB-29","France",47.3833,5.31667,8
183,"MIB-32","France",47.3833,5.31667,8
184,"MIB-33","France",47.3833,5.31667,8
185,"MIB-34","France",47.3833,5.31667,6
186,"MIB-35","France",47.3833,5.31667,5
187,"MIB-36","France",47.3833,5.31667,8
188,"MIB-37","France",47.3833,5.31667,8
190,"MIB-39","France",47.3833,5.31667,8
191,"MIB-40","France",47.3833,5.31667,8
194,"MIB-43","France",47.3833,5.31667,8
196,"MIB-47","France",47.3833,5.31667,8
198,"MIB-50","France",47.3833,5.31667,8
200,"MIB-54","France",47.3833,5.31667,7
201,"MIB-55","France",47.3833,5.31667,8
202,"MIB-57","France",47.3833,5.31667,8
203,"MIB-58","France",47.3833,5.31667,8
204,"MIB-60","France",47.3833,5.31667,55
205,"MIB-61","France",47.3833,5.31667,5
206,"MIB-62","France",47.3833,5.31667,44
207,"MIB-63","France",47.3833,5.31667,8
208,"MIB-64","France",47.3833,5.31667,8
210,"MIB-67","France",47.3833,5.31667,6
212,"MIB-69","France",47.3833,5.31667,8
213,"MIB-70","France",47.3833,5.31667,6
214,"MIB-73","France",47.3833,5.31667,6
215,"MIB-75","France",47.3833,5.31667,8
216,"MIB-76","France",47.3833,5.31667,7
217,"MIB-77","France",47.3833,5.31667,8
219,"MIB-80","France",47.3833,5.31667,7
222,"MIB-83","France",47.3833,5.31667,5
223,"MIB-84","France",47.3833,5.31667,121
224,"MIB-86","France",47.3833,5.31667,90
225,"MIB-87","France",47.3833,5.31667,8
227,"MIB-89","France",47.3833,5.31667,8
228,"MIB-9","France",47.3833,5.31667,8
229,"MIB-90","France",47.3833,5.31667,5
230,"MIB-92","France",47.3833,5.31667,5
231,"MIB-93","France",47.3833,5.31667,6
236,"MOG-11","France",48.6667,-4.06667,87
237,"MOG-12","France",48.6667,-4.06667,6
242,"MOG-37","France",48.6667,-4.06667,130
244,"MOG-40","France",48.6667,-4.06667,6
252,"MOG-55","France",48.6667,-4.06667,44
257,"PAR-10","France",46.65,-0.25,8
258,"PAR-3","France",46.65,-0.25,128
259,"PAR-4","France",46.65,-0.25,130
260,"PAR-5","France",46.65,-0.25,106
261,"PAR-6","France",46.65,-0.25,8
262,"PAR-8","France",46.65,-0.25,87
263,"PAR-9","France",46.65,-0.25,8
264,"PON","France",45.75,4.71667,44
265,"PYL-6","France",44.65,-1.16667,133
266,"RAN","France",48.65,-2,56
267,"ROM-1","France",45.5333,4.85,118
268,"ROM-2","France",45.5333,4.85,6
269,"ROM-9","France",45.5333,4.85,8
273,"TOU-A1-105","France",46.6667,4.11667,7
275,"TOU-A1-109","France",46.6667,4.11667,3
277,"TOU-A1-111","France",46.6667,4.11667,5
278,"TOU-A1-112","France",46.6667,4.11667,6
280,"TOU-A1-114","France",46.6667,4.11667,8
281,"TOU-A1-115","France",46.6667,4.11667,128
282,"TOU-A1-116","France",46.6667,4.11667,130
283,"TOU-A1-117","France",46.6667,4.11667,8
287,"TOU-A1-120","France",46.6667,4.11667,8
288,"TOU-A1-122","France",46.6667,4.11667,4
290,"TOU-A1-124","France",46.6667,4.11667,6
291,"TOU-A1-125","France",46.6667,4.11667,5
292,"TOU-A1-128","France",46.6667,4.11667,8
293,"TOU-A1-129","France",46.6667,4.11667,8
295,"TOU-A1-131","France",46.6667,4.11667,8
296,"TOU-A1-133","France",46.6667,4.11667,7
297,"TOU-A1-134","France",46.6667,4.11667,8
298,"TOU-A1-137","France",46.6667,4.11667,6
302,"TOU-A1-143","France",46.6667,4.11667,8
306,"TOU-A1-18","France",46.6667,4.11667,5
309,"TOU-A1-23","France",46.6667,4.11667,8
310,"TOU-A1-26","France",46.6667,4.11667,8
311,"TOU-A1-27","France",46.6667,4.11667,0
314,"TOU-A1-33","France",46.6667,4.11667,8
316,"TOU-A1-37","France",46.6667,4.11667,6
318,"TOU-A1-39","France",46.6667,4.11667,8
320,"TOU-A1-41","France",46.6667,4.11667,8
321,"TOU-A1-43","France",46.6667,4.11667,130
322,"TOU-A1-45","France",46.6667,4.11667,5
323,"TOU-A1-47","France",46.6667,4.11667,8
326,"TOU-A1-60","France",46.6667,4.11667,8
327,"TOU-A1-61","France",46.6667,4.11667,8
328,"TOU-A1-62","France",46.6667,4.11667,131
329,"TOU-A1-63","France",46.6667,4.11667,6
331,"TOU-A1-65","France",46.6667,4.11667,7
332,"TOU-A1-66","France",46.6667,4.11667,6
334,"TOU-A1-68","France",46.6667,4.11667,8
335,"TOU-A1-69","France",46.6667,4.11667,8
337,"TOU-A1-70","France",46.6667,4.11667,8
338,"TOU-A1-73","France",46.6667,4.11667,5
339,"TOU-A1-74","France",46.6667,4.11667,8
340,"TOU-A1-75","France",46.6667,4.11667,6
341,"TOU-A1-77","France",46.6667,4.11667,8
343,"TOU-A1-79","France",46.6667,4.11667,5
346,"TOU-A1-81","France",46.6667,4.11667,6
347,"TOU-A1-82","France",46.6667,4.11667,8
348,"TOU-A1-84","France",46.6667,4.11667,6
349,"TOU-A1-85","France",46.6667,4.11667,5
350,"TOU-A1-88","France",46.6667,4.11667,10
351,"TOU-A1-89","France",46.6667,4.11667,10
355,"TOU-A1-93","France",46.6667,4.11667,8
357,"TOU-A1-96","France",46.6667,4.11667,68
359,"TOU-A1-98","France",46.6667,4.11667,8
360,"TOU-C-1","France",46.6667,4.11667,8
361,"TOU-C-2","France",46.6667,4.11667,8
362,"TOU-C-3","France",46.6667,4.11667,122
363,"TOU-D-1","France",46.6667,4.11667,8
364,"TOU-D-5","France",46.6667,4.11667,8
366,"TOU-E-11","France",46.6667,4.11667,115
367,"TOU-E-2","France",46.6667,4.11667,7
368,"TOU-E-7","France",46.6667,4.11667,8
369,"TOU-F-1","France",46.6667,4.11667,6
371,"TOU-G-1","France",46.6667,4.11667,5
372,"TOU-H-10","France",46.6667,4.11667,8
373,"TOU-H-12","France",46.6667,4.11667,110
374,"TOU-H-13","France",46.6667,4.11667,129
375,"TOU-H-3","France",46.6667,4.11667,8
377,"TOU-I-1","France",46.6667,4.11667,6
378,"TOU-I-17","France",46.6667,4.11667,129
379,"TOU-I-2","France",46.6667,4.11667,130
380,"TOU-I-6","France",46.6667,4.11667,129
383,"TOU-J-3","France",46.6667,4.11667,118
385,"TOU-K-2","France",46.6667,4.11667,8
386,"TOU-K-3","France",46.6667,4.11667,124
387,"TOU-L-10","France",46.6667,4.11667,8
388,"TOU-L-17","France",46.6667,4.11667,8
389,"TOU-L-5","France",46.6667,4.11667,7
390,"VOU-1","France",46.65,0.166667,124
391,"VOU-10","France",46.65,0.166667,8
392,"VOU-2","France",46.65,0.166667,130
393,"VOU-4","France",46.65,0.166667,8
394,"VOU-5","France",46.65,0.166667,92
395,"VOU-6","France",46.65,0.166667,8
396,"VOU-7","France",46.65,0.166667,6
397,"VOU-8","France",46.65,0.166667,6
402,"Zdarec2","Czech Republic",49.3667,16.2667,0
403,"Zdarec3","Czech Republic",49.3667,16.2667,132
404,"Doubravnik1","Czech Republic",49.4211,16.3497,0
407,"Doubravnik4","Czech Republic",49.4211,16.3497,0
409,"Doubravnik6","Czech Republic",49.4211,16.3497,0
410,"Doubravnik7","Czech Republic",49.4211,16.3497,21
413,"Doubravnik10","Czech Republic",49.4211,16.3497,0
417,"Doubravnik14","Czech Republic",49.4211,16.3497,0
421,"Doubravnik18","Czech Republic",49.4211,16.3497,0
424,"Draha2","Czech Republic",49.4112,16.2815,10
428,"Borky1","Czech Republic",49.403,16.232,15
429,"Borky2","Czech Republic",49.403,16.232,0
430,"Gr-1","Austria",47,15.5,49
461,"EM-183","UK",51.3,0.5,45
466,"EM-134","UK",51.3,0.5,0
470,"BRR4","US",40.8313,-87.735,0
476,"BRR12","US",40.8313,-87.735,0
484,"BRR23","US",40.8313,-87.735,0
504,"BRR57","US",40.8313,-87.735,0
506,"BRR60","US",40.8313,-87.735,0
531,"BRR107","US",40.8313,-87.735,0
544,"LI-WP-039","US",40.9076,-73.2089,0
546,"LI-WP-041","US",40.9076,-73.2089,0
607,"LI-OF-002","US",40.7777,-72.9069,0
615,"LI-OF-023","US",40.7777,-72.9069,0
623,"LI-OF-042","US",40.7777,-72.9069,0
627,"LI-OF-060","US",40.7777,-72.9069,0
628,"LI-OF-061","US",40.7777,-72.9069,0
630,"LI-OF-065","US",40.7777,-72.9069,10
631,"LI-OF-066","US",40.7777,-72.9069,0
640,"LI-OF-094","US",40.7777,-72.9069,0
641,"LI-OF-095","US",40.7777,-72.9069,123
680,"LI-RR-096","US",40.9447,-72.8615,0
681,"LI-RR-097","US",40.9447,-72.8615,0
685,"LI-EF-011","US",40.9064,-73.1493,0
687,"LI-EF-018","US",40.9064,-73.1493,0
719,"LI-SET-009","US",40.9352,-73.114,0
728,"LI-SET-019","US",40.9352,-73.114,0
742,"LI-SET-036","US",40.9352,-73.114,0
763,"Kar-1","Kyrgyzstan",42.3,74.3667,164
765,"Sus-1","Kyrgyzstan",42.1833,73.4,165
766,"Dja-1","Kyrgyzstan",42.5833,73.6333,150
768,"Zal-1","Kyrgyzstan",42.8,76.35,152
772,"Neo-6","Tajikistan",37.35,72.4667,165
801,"KYC-33","US",37.9169,-84.4639,34
827,"KYF-21","US",38.0786,-84.473,0
853,"MIA-1","US",41.7976,-86.6691,0
854,"MIA-5","US",41.7976,-86.6691,0
867,"MIC-20","US",41.8266,-86.4366,0
868,"MIC-24","US",41.8266,-86.4366,0
870,"MIC-31","US",41.8266,-86.4366,7
895,"MAW-7","US",42.5319,-72.5595,0
915,"LIN S-5","US",41.8972,-71.4378,34
932,"CHA-41","US",42.3634,-71.1445,31
936,"FOR-5","US",42.3853,-71.1173,83
946,"CON-6","US",42.4682,-71.4158,0
957,"Belmonte-4-94","Italy",42.1167,12.4833,122
991,"Ale-Stenar-41-1","Sweden",55.3833,14.05,21
992,"Ale-Stenar-44-4","Sweden",55.3833,14.05,28
996,"Ale-Stenar-50-11","Sweden",55.3833,14.05,0
997,"Ale-Stenar-56-14","Sweden",55.3833,14.05,26
998,"Ale-Stenar-57-16","Sweden",55.3833,14.05,6
999,"Ale-Stenar-59-18","Sweden",55.3833,14.05,0
1002,"Ale-Stenar-64-24","Sweden",55.3833,14.05,29
1006,"Ale-Stenar-77-31","Sweden",55.3833,14.05,0
1026,"VM-12","Sweden",55.7,14.2,0
1061,"Brösarp-11-135","Sweden",55.7167,14.1333,21
1062,"Brösarp-15-138","Sweden",55.7167,14.1333,13
1063,"Brösarp-21-140","Sweden",55.7167,14.1333,13
1064,"Brösarp-25-142","Sweden",55.7167,14.1333,0
1066,"Brösarp-34-145","Sweden",55.7167,14.1333,12
1068,"Brösarp-37-149","Sweden",55.7167,14.1333,0
1070,"Brösarp-45-153","Sweden",55.7167,14.1333,3
1072,"Brösarp-51-157","Sweden",55.7167,14.1333,5
1073,"Brösarp-53-159","Sweden",55.7167,14.1333,0
1075,"Brösarp-63-163","Sweden",55.7167,14.1333,0
1132,"Gårdby-17-198","Sweden",56.6167,16.65,0
1153,"Aledal-1-34","Sweden",56.7,16.5167,0
1158,"Aledal-6-49","Sweden",56.7,16.5167,7
1163,"Aledal-11-63","Sweden",56.7,16.5167,0
1166,"Aledal-14-73","Sweden",56.7,16.5167,5
1169,"Aledal-17-82","Sweden",56.7,16.5167,0
1247,"Tos-31-374","Sweden",59.4333,17.0167,0
1254,"Tos-82-387","Sweden",59.4333,17.0167,16
1256,"Tos-93-391","Sweden",59.4333,17.0167,5
1257,"Tos-95-393","Sweden",59.4333,17.0167,7
1312,"Ängsö-57-419","Sweden",59.5667,16.8667,5
1313,"Ängsö-59-422","Sweden",59.5667,16.8667,0
1317,"Ängsö-74-430","Sweden",59.5667,16.8667,12
1318,"Ängsö-80-432","Sweden",59.5667,16.8667,2
1360,"Ham-2-228","Sweden",59.7833,17.5833,0
1362,"Ham-6-232","Sweden",59.7833,17.5833,0
1363,"Ham-7-233","Sweden",59.7833,17.5833,2
1366,"Ham-10-239","Sweden",59.7833,17.5833,5
1374,"Ham-27-256","Sweden",59.7833,17.5833,0
1391,"Stabby-13","Sweden",59.8,17.5833,5
1404,"Stabby-26","Sweden",59.8,17.5833,0
1409,"Röd-38","Sweden",62.8,18.2,0
1416,"Röd-45","Sweden",62.8,18.2,0
1435,"Röd-17-319","Sweden",62.8,18.2,13
1552,"Sku-30","Sweden",63.0833,18.3667,131
1585,"Hen-16-268","Sweden",65.25,15.6,2
1612,"Brn-10","US",41.9,-86.583,0
1622,"Brn-24","US",41.9,-86.583,0
1651,"DuckLkSP38","US",43.3431,-86.4045,0
1652,"DuckLkSP40","US",43.3431,-86.4045,0
1676,"Haz-2","US",41.879,-86.607,0
1684,"Haz-10","US",41.879,-86.607,0
1716,"KBS-Mac-8","US",42.405,-85.398,111
1718,"KBS-Mac-15","US",42.405,-85.398,0
1719,"KBS-Mac-16","US",42.405,-85.398,36
1720,"KBS-Mac-17","US",42.405,-85.398,0
1722,"KBS-Mac-23","US",42.405,-85.398,0
1724,"KBS-Mac-28","US",42.405,-85.398,0
1726,"KBS-Mac-33","US",42.405,-85.398,0
1729,"KBS-Mac-41","US",42.405,-85.398,0
1730,"KBS-Mac-43","US",42.405,-85.398,0
1733,"KBS-Mac-53","US",42.405,-85.398,0
1736,"KBS-Mac-58","US",42.405,-85.398,0
1738,"KBS-Mac-64","US",42.405,-85.398,0
1739,"KBS-Mac-68","US",42.405,-85.398,0
1740,"KBS-Mac-72","US",42.405,-85.398,0
1741,"KBS-Mac-74","US",42.405,-85.398,0
1742,"KBS-Mac-73","US",42.405,-85.398,0
1743,"KBS-Mac-75","US",42.405,-85.398,36
1744,"KBS-Mac-76","US",42.405,-85.398,0
1745,"KBS-Mac-78","US",42.405,-85.398,0
1749,"KBS-Mac-88","US",42.405,-85.398,0
1750,"KBS-Mac-89","US",42.405,-85.398,0
1751,"KBS-Mac-91","US",42.405,-85.398,0
1752,"KBS-Mac-95","US",42.405,-85.398,0
1753,"KBS-Mac-96","US",42.405,-85.398,0
1756,"Ker-4","US",42.184,-86.358,0
1757,"Ker-5","US",42.184,-86.358,0
1782,"Ker-38","US",42.184,-86.358,0
1793,"L-R-5","US",41.847,-86.67,0
1797,"L-R-10","US",41.847,-86.67,0
1799,"L-R-12","US",41.847,-86.67,0
1819,"Lak-12","US",41.8,-86.67,0
1820,"Lak-13","US",41.8,-86.67,0
1829,"Mdn-1","US",42.051,-86.509,55
1834,"Mdn-8","US",42.051,-86.509,0
1835,"Mdn-10","US",42.051,-86.509,0
1850,"MNF-Pot-8","US",43.595,-86.2657,36
1851,"MNF-Pot-10","US",43.595,-86.2657,0
1852,"MNF-Pot-15","US",43.595,-86.2657,0
1853,"MNF-Pot-21","US",43.595,-86.2657,10
1857,"MNF-Pot-46","US",43.595,-86.2657,0
1858,"MNF-Pot-47","US",43.595,-86.2657,0
1859,"MNF-Pot-48","US",43.595,-86.2657,158
1862,"MNF-Pot-56","US",43.595,-86.2657,0
1864,"MNF-Pot-60","US",43.595,-86.2657,0
1865,"MNF-Pot-61","US",43.595,-86.2657,0
1867,"MNF-Pot-68","US",43.595,-86.2657,108
1868,"MNF-Pot-69","US",43.595,-86.2657,0
1871,"MNF-Pot-76","US",43.595,-86.2657,0
1872,"MNF-Pot-75","US",43.595,-86.2657,7
1873,"MNF-Pot-79","US",43.595,-86.2657,0
1874,"MNF-Pot-80","US",43.595,-86.2657,84
1890,"MNF-Riv-21","US",43.5139,-86.1859,34
1918,"MNF-Riv-67","US",43.5139,-86.1859,0
1925,"MNF-Che-2","US",43.5251,-86.1843,131
1926,"MNF-Che-3","US",43.5251,-86.1843,0
1936,"MNF-Che-36","US",43.5251,-86.1843,0
1938,"MNF-Che-41","US",43.5251,-86.1843,0
1941,"MNF-Che-45","US",43.5251,-86.1843,0
1942,"MNF-Che-47","US",43.5251,-86.1843,0
1943,"MNF-Che-49","US",43.5251,-86.1843,0
1948,"MNF-Che-58","US",43.5251,-86.1843,0
1949,"MNF-Jac-2","US",43.5187,-86.1739,0
1952,"MNF-Jac-9","US",43.5187,-86.1739,0
1954,"MNF-Jac-12","US",43.5187,-86.1739,34
1959,"MNF-Jac-21","US",43.5187,-86.1739,0
1960,"MNF-Jac-22","US",43.5187,-86.1739,0
1963,"MNF-Jac-26","US",43.5187,-86.1739,0
1965,"MNF-Jac-30","US",43.5187,-86.1739,0
1966,"MNF-Jac-31","US",43.5187,-86.1739,0
1967,"MNF-Jac-32","US",43.5187,-86.1739,144
1968,"MNF-Jac-34","US",43.5187,-86.1739,0
1981,"MNF-Jac-68","US",43.5187,-86.1739,0
1992,"MNF-Pin-2","US",43.5356,-86.1788,0
2011,"MNF-Pin-31","US",43.5356,-86.1788,36
2016,"MNF-Pin-39","US",43.5356,-86.1788,10
2017,"MNF-Pin-40","US",43.5356,-86.1788,0
2019,"MNF-Pin-43","US",43.5356,-86.1788,0
2020,"MNF-Pin-44","US",43.5356,-86.1788,0
2031,"Map-8","US",42.166,-86.412,0
2053,"Map-35","US",42.166,-86.412,0
2057,"Map-42","US",42.166,-86.412,205
2081,"MuskSP-68","US",43.2483,-86.3368,0
2091,"MuskSP-83","US",43.2483,-86.3368,0
2106,"MSGA-10","US",43.2749,-86.0891,0
2108,"MSGA-12","US",43.2749,-86.0891,0
2141,"MSGA-61","US",43.2749,-86.0891,0
2148,"Paw-1","US",42.148,-86.431,0
2150,"Paw-3","US",42.148,-86.431,121
2151,"Paw-4","US",42.148,-86.431,0
2157,"Paw-11","US",42.148,-86.431,0
2159,"Paw-13","US",42.148,-86.431,0
2160,"Paw-14","US",42.148,-86.431,0
2166,"Paw-20","US",42.148,-86.431,0
2171,"Paw-26","US",42.148,-86.431,92
2175,"Paw-31","US",42.148,-86.431,0
2180,"Paw-40","US",42.148,-86.431,0
2187,"Pent-1","US",43.7623,-86.3929,164
2191,"Pent-7","US",43.7623,-86.3929,0
2201,"Pent-22","US",43.7623,-86.3929,0
2202,"Pent-23","US",43.7623,-86.3929,10
2204,"Pent-30","US",43.7623,-86.3929,0
2212,"Pent-46","US",43.7623,-86.3929,0
2214,"Pent-49","US",43.7623,-86.3929,0
2239,"Riv-25","US",42.184,-86.382,0
2240,"Riv-26","US",42.184,-86.382,0
2274,"SLSP-30","US",43.665,-86.496,123
2276,"SLSP-31","US",43.665,-86.496,10
2278,"SLSP-35","US",43.665,-86.496,10
2280,"SLSP-58","US",43.665,-86.496,0
2283,"SLSP-72","US",43.665,-86.496,0
2285,"SLSP-69","US",43.665,-86.496,0
2286,"SLSP-67","US",43.665,-86.496,0
2290,"Ste-3","US",42.03,-86.514,205
2292,"Ste-6","US",42.03,-86.514,0
2294,"Ste-9","US",42.03,-86.514,0
2300,"Ste-15","US",42.03,-86.514,0
2316,"Ste-37","US",42.03,-86.514,0
2317,"Ste-40","US",42.03,-86.514,31
2320,"Wilcox-4","US",43.48,-89.46,48
2327,"Wilcox-16","US",43.48,-89.46,0
2338,"Wilcox-41","US",43.48,-89.46,0
2370,"Yng-4","US",41.865,-86.646,0
2412,"Yng-53","US",41.865,-86.646,0
4632,"UKSW06-025","UK",50.4,-4.7,0
4675,"UKSW06-070","UK",50.4,-4.7,0
4757,"UKSW06-157","UK",50.4,-4.7,0
4758,"UKSW06-158","UK",50.4,-4.7,0
4779,"UKSW06-179","UK",50.4,-4.9,9
4802,"UKSW06-202","UK",50.4,-4.9,146
4807,"UKSW06-207","UK",50.4,-4.9,10
4820,"UKSW06-220","UK",50.4,-4.9,0
4826,"UKSW06-226","UK",50.4,-4.9,10
4827,"UKSW06-227","UK",50.4,-4.9,0
4840,"UKSW06-240","UK",50.4,-4.9,0
4857,"UKSW06-257","UK",50.3,-4.9,0
4862,"UKSW06-262","UK",50.3,-4.9,0
4879,"UKSW06-280","UK",50.3,-4.9,36
4884,"UKSW06-285","UK",50.3,-4.9,10
4900,"UKSW06-302","UK",50.3,-4.8,10
4927,"UKSW06-329","UK",50.3,-4.8,0
4935,"UKSW06-337","UK",50.3,-4.6,0
4939,"UKSW06-341","UK",50.4,-4.7,0
4958,"UKSW06-360","UK",50.5,-4.5,131
4980,"UKSE06-032","UK",51.3,0.5,0
4997,"UKSE06-062","UK",51.3,0.5,107
5023,"UKSE06-118","UK",51.3,0.5,16
5056,"UKSE06-192","UK",51.3,0.5,123
5104,"UKSE06-252","UK",51.3,0.5,10
5106,"UKSE06-254","UK",51.3,0.5,0
5116,"UKSE06-272","UK",51.3,0.4,109
5122,"UKSE06-278","UK",51.3,0.4,154
5133,"UKSE06-302","UK",52.2,-1.7,0
5141,"UKSE06-311","UK",52.2,-1.7,0
5145,"UKSE06-315","UK",52.2,-1.7,36
5146,"UKSE06-316","UK",52.2,-1.7,0
5151,"UKSE06-325","UK",52.2,-1.7,133
5158,"UKSE06-349","UK",51.3,0.4,117
5159,"UKSE06-350","UK",51.3,0.4,0
5160,"UKSE06-351","UK",51.3,0.4,108
5165,"UKSE06-362","UK",51.3,0.4,143
5175,"UKSE06-373","UK",51.3,0.4,36
5202,"UKSE06-414","UK",51.3,0.4,109
5207,"UKSE06-429","UK",51.3,0.4,122
5210,"UKSE06-432","UK",51.2,0.3,10
5232,"UKSE06-466","UK",51.2,0.4,121
5236,"UKSE06-470","UK",51.2,0.4,10
5245,"UKSE06-482","UK",51.2,0.6,122
5249,"UKSE06-491","UK",51.2,0.3,0
5253,"UKSE06-500","UK",51.1,0.6,15
5264,"UKSE06-520","UK",51.3,1.1,122
5276,"UKSE06-533","UK",51.3,1.1,15
5279,"UKSE06-541","UK",51.3,1.1,0
5282,"UKSE06-544","UK",51.3,1.1,0
5285,"UKSE06-547","UK",51.3,1.1,0
5292,"UKSE06-556","UK",51.3,1.1,0
5299,"UKSE06-565","UK",51.3,1.1,36
5310,"UKSE06-581","UK",51.3,1.1,0
5322,"UKSE06-597","UK",51.3,1.1,0
5331,"UKSE06-618","UK",51.1,0.4,0
5335,"UKSE06-622","UK",51.1,0.4,0
5337,"UKSE06-624","UK",51.1,0.4,0
5339,"UKSE06-626","UK",51.1,0.4,0
5341,"UKSE06-628","UK",51.1,0.4,116
5349,"UKSE06-639","UK",51.1,0.4,132
5350,"UKSE06-640","UK",51.1,0.4,0
5353,"UKNW06-003","UK",54.5,-3,138
5364,"UKNW06-019","UK",54.4,-3,0
5373,"UKNW06-040","UK",54.4,-3,36
5377,"UKNW06-050","UK",54.4,-3,0
5380,"UKNW06-059","UK",54.4,-3,123
5381,"UKNW06-060","UK",54.4,-3,123
5385,"UKNW06-078","UK",54.4,-3,0
5386,"UKNW06-079","UK",54.4,-3,0
5394,"UKNW06-101","UK",54.4,-3,0
5395,"UKNW06-102","UK",54.4,-3,0
5398,"UKNW06-105","UK",54.4,-3,0
5444,"UKNW06-170","UK",54.6,-3.1,36
5450,"UKNW06-178","UK",54.4,-3,0
5461,"UKNW06-197","UK",54.4,-3,0
5466,"UKNW06-202","UK",54.4,-3,0
5469,"UKNW06-210","UK",54.4,-3,0
5486,"UKNW06-233","UK",54.6,-3.3,131
5494,"UKNW06-259","UK",54.6,-3.3,36
5517,"UKNW06-306","UK",54.6,-3.1,0
5536,"UKNW06-355","UK",54.6,-3.1,0
5565,"UKNW06-386","UK",54.6,-3.1,122
5577,"UKNW06-403","UK",54.7,-3.4,127
5582,"UKNW06-410","UK",54.7,-3.4,0
5590,"UKNW06-418","UK",54.7,-3.4,36
5596,"UKNW06-425","UK",54.7,-3.4,0
5606,"UKNW06-436","UK",54.7,-3.4,119
5628,"UKNW06-460","UK",54.7,-3.4,142
5644,"UKNW06-481","UK",54.4,-2.9,15
5645,"UKNW06-482","UK",54.4,-2.9,0
5651,"UKNW06-488","UK",54.4,-2.9,0
5670,"UKNW99-010","UK",54.6,-3.1,0
5678,"UKNW99-025","UK",54.6,-3.1,0
5708,"UKID1","UK",56.8,-3.9,0
5709,"UKID2","UK",54.6,-2.6,0
5710,"UKID3","UK",54.4,-3,0
5711,"Asp-1","UK",54.8,-3.3,0
5712,"UKID5","UK",53.2,-4.1,0
5713,"Bea-1","UK",51.3,0.5,0
5715,"Bid-1","UK",51.1,0.6,0
